,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,COMMIS,SALES_PRICE
1948,P08015,Chrompet,1081,165,1.0,1.0,3,Family,No,Commercial,NoSeWa,No Access,RH,3.6,2.0,4.8,3.32,101871,11318950
1949,P06500,Anna Nagar,1895,162,2.0,1.0,5,Family,Yes,Others,NoSewr ,Paved,RH,2.2,3.8,3.8,3.24,272811,14358470
1950,P02364,Chrompet,973,112,1.0,1.0,3,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RH,3.0,4.1,3.5,3.59,97390,12173800
1951,P06917,Chrompet,844,51,1.0,1.0,3,AbNormal,Yes,House,NoSewr ,Gravel,RL,4.5,4.2,2.8,3.87,93195,9319450
1952,P09384,Chrompet,965,172,1.0,1.0,3,Normal Sale,No,House,NoSeWa,No Access,RH,4.7,2.9,4.5,3.92,85774,6598000
1953,P03613,Velachery,1742,63,2.0,1.0,4,Family,No,Others,NoSewr ,Gravel,A,2.2,3.1,3.5,3.0,59777,8539610
1954,P08005,KK Nagar,1304,68,1.0,1.0,3,AdjLand,Yes,Others,NoSeWa,Paved,RM,3.9,4.9,3.1,3.88,161700,10779980
1955,P08579,T Nagar,1510,102,1.0,1.0,4,Partial,No,House,ELO,Paved,RM,4.5,2.3,4.6,3.995,157093,11220930
1956,P05813,T Nagar,1888,34,2.0,1.0,5,AbNormal,Yes,Commercial,NoSeWa,No Access,RL,2.4,4.5,3.6,3.465,399281,21014810
1957,P05080,Anna Nagar,1540,125,1.0,1.0,4,Partial,Yes,Commercial,NoSewr ,Paved,RM,4.0,2.0,3.2,3.18,95715,19142980
1958,P04280,Karapakkam,1023,154,1.0,1.0,3,Partial,Yes,Others,NoSeWa,Gravel,I,2.0,3.6,3.8,3.2,87725,7310375
1959,P06473,Karapakkam,798,116,1.0,1.0,2,Partial,No,Commercial,AllPub,Gravel,I,3.5,4.3,3.7,3.82,82572,7506500
1960,P05221,Anna Nagar,1624,140,1.0,1.0,4,Normal Sale,Yes,House,NoSeWa,Gravel,RL,2.9,3.6,4.6,3.755,183388,13099130
1961,P06717,KK Nagar,1612,96,2.0,1.0,4,Family,No,House,AllPub,Paved,RH,2.7,3.0,2.6,2.75,111797,8599740
1962,P05145,T Nagar,1723,8,1.0,1.0,4,AdjLand,Yes,Others,NoSeWa,Paved,RL,2.2,4.9,3.0,3.235,224460,14028720
1963,P08148,Chrompet,950,24,1.0,1.0,3,Partial,Yes,Commercial,AllPub,No Access,RL,3.8,4.7,4.6,4.4,118733,11873250
1964,P08621,T Nagar,1919,50,2.0,1.0,5,AbNormal,Yes,Commercial,NoSeWa,No Access,RH,3.8,4.1,4.0,3.965,184468,20496430
1965,P00967,T Nagar,1528,163,1.0,1.0,4,AbNormal,Yes,Others,NoSewr ,Gravel,RM,2.4,3.5,3.9,3.35,213049,14203260
1966,P02013,Karapakkam,1081,112,1.0,1.0,3,AbNormal,Yes,House,AllPub,Paved,C,2.3,4.6,3.9,3.63,112865,5940250
1967,P00145,Chrompet,1002,171,1.0,1.0,3,Partial,Yes,Others,NoSewr ,Gravel,RL,2.6,3.9,3.8,3.48,51161,10232240
1968,P07686,Chrompet,937,137,1.0,1.0,3,Family,No,House,NoSewr ,Gravel,RM,2.5,3.0,3.9,3.12,99409,9037200
1969,P08023,KK Nagar,2372,164,4.0,2.0,6,AdjLand,Yes,House,AllPub,Gravel,RM,2.4,3.5,2.3,2.69,235468,13851040
1970,P05330,Chrompet,1237,19,2.0,1.0,4,Family,No,Commercial,NoSewr ,Paved,RH,3.3,4.1,3.2,3.59,106650,13331300
1971,P00930,Chrompet,1242,176,2.0,1.0,4,Partial,No,Commercial,NoSewr ,No Access,RM,4.2,4.4,3.0,3.92,194557,13896950
1972,P08585,Velachery,1700,126,2.0,1.0,4,AdjLand,Yes,House,NoSeWa,No Access,A,4.2,3.9,2.3,3.5,80589,7326290
1973,P03156,KK Nagar,2422,150,4.0,2.0,6,AdjLand,No,House,NoSewr ,Gravel,RL,4.3,4.6,3.4,4.03,175461,12532900
1974,P06692,Chrompet,801,159,1.0,1.0,3,AbNormal,No,House,ELO,Gravel,RL,4.9,2.6,3.6,3.59,59082,7385300
1975,P05919,Velachery,1503,58,2.0,1.0,4,AbNormal,No,Commercial,ELO,No Access,I,3.4,2.3,4.0,3.09,161541,10769370
1976,P07793,Anna Nagar,1549,173,1.0,1.0,4,AbNormal,Yes,Commercial,ELO,No Access,RM,3.9,2.6,4.3,3.735,148255,18531930
1977,P04628,Adyar,606,72,1.0,1.0,2,Family,Yes,Commercial,NoSeWa,Paved,I,4.5,3.6,3.9,4.02,120475,8605340
1978,P01431,Chrompet,1277,38,2.0,1.0,4,AbNormal,Yes,House,AllPub,Paved,RL,4.1,2.3,4.4,3.47,60901,10150100
1979,P00306,Chrompet,791,3,1.0,1.0,2,Normal Sale,No,Commercial,ELO,Paved,RH,4.1,3.9,2.4,3.51,114301,9525100
1980,P02945,T Nagar,1878,143,2.0,1.0,5,Normal Sale,No,Commercial,AllPub,No Access,RM,2.5,2.9,4.8,3.635,165877,20734630
1981,P05928,Karapakkam,806,195,1.0,1.0,2,AdjLand,No,Others,AllPub,Paved,RM,3.5,2.4,2.2,2.65,173058,7210750
1982,P06244,T Nagar,1543,71,1.0,1.0,4,Partial,Yes,Commercial,NoSeWa,Gravel,RM,3.8,5.0,2.9,3.695,95417,19083430
1983,P07931,KK Nagar,1363,34,2.0,1.0,4,Family,Yes,Commercial,NoSewr ,Paved,RH,3.1,4.4,2.0,3.05,113148,12572000
1984,P06666,T Nagar,1584,184,1.0,1.0,4,Partial,No,Others,NoSewr ,No Access,RH,3.8,4.2,3.0,3.54,122905,11173220
1985,P00240,Anna Nagar,1794,49,1.0,1.0,4,AdjLand,Yes,Commercial,ELO,Paved,RL,2.3,4.1,2.3,2.75,293166,20940460
1986,P04227,Karapakkam,704,128,1.0,1.0,2,AdjLand,Yes,House,AllPub,No Access,RM,4.8,2.1,2.9,3.23,146276,6965500
1987,P08639,Anna Nagar,1531,24,1.0,1.0,4,AdjLand,No,Others,NoSewr ,No Access,RL,4.6,3.0,2.0,3.16,58899,11779810
1988,P04447,Chrompet,1003,47,1.0,1.0,3,AbNormal,Yes,Others,NoSeWa,No Access,RM,4.6,3.4,3.0,3.64,107559,9778110
1989,P00526,Chrompet,1010,139,1.0,1.0,3,AbNormal,Yes,House,NoSewr ,Paved,RM,3.2,2.2,2.5,2.59,107503,9773000
1990,P09211,Anna Nagar,1794,10,1.0,1.0,4,Partial,Yes,House,AllPub,Paved,RH,4.8,2.9,5.0,4.405,177151,12653630
1991,P05211,KK Nagar,1756,155,2.0,1.0,4,Normal Sale,No,Others,NoSeWa,Paved,RM,3.3,3.3,4.1,3.62,223247,10630800
1992,P07546,Adyar,1188,47,1.0,1.0,3,Family,Yes,Commercial,NoSeWa,Gravel,I,4.2,2.1,4.0,3.68,28393,14196640
1993,P06675,Chrompet,1164,192,1.0,1.0,3,AbNormal,No,Commercial,NoSewr ,Paved,RL,2.4,4.7,4.2,3.86,154484,12873650
1994,P01193,T Nagar,1851,181,2.0,1.0,5,Normal Sale,Yes,Others,AllPub,No Access,RH,4.4,2.1,4.2,3.735,164385,13698720
1995,P05548,Chrompet,1176,13,1.0,1.0,3,AbNormal,Yes,Others,NoSeWa,Gravel,RL,3.7,2.0,3.0,2.81,174102,10881370
1996,P08290,KK Nagar,1503,114,2.0,1.0,4,AbNormal,Yes,Others,AllPub,Gravel,RL,3.5,4.9,3.9,4.08,260538,11327760
1997,P03194,Karapakkam,1621,162,2.0,2.0,4,Partial,Yes,Others,AllPub,Paved,I,4.4,2.0,3.2,3.2,186745,8892625
1998,P04931,Karapakkam,883,151,1.0,1.0,2,Normal Sale,No,Others,NoSewr ,Gravel,A,3.3,4.1,4.7,4.1,85984,5057875
1999,P06754,Chrompet,1257,117,2.0,1.0,4,Family,Yes,House,NoSewr ,Paved,RH,3.2,4.2,4.8,4.08,66374,9481950
2000,P03603,Karapakkam,552,62,1.0,1.0,2,Family,Yes,Others,NoSewr ,Gravel,C,3.0,3.9,4.9,4.03,54453,4950250
2001,P01303,Anna Nagar,1803,117,2.0,1.0,5,Partial,Yes,Others,NoSewr ,No Access,RH,4.7,3.6,3.5,3.945,233890,12993900
2002,P06119,Karapakkam,721,75,1.0,1.0,2,AbNormal,Yes,Commercial,ELO,Paved,A,4.9,4.9,3.3,4.26,129065,6453250
2003,P08643,Velachery,1573,177,2.0,1.0,4,Family,No,Others,ELO,No Access,RL,3.1,2.7,3.2,2.95,59815,8545010
2004,P08412,Chrompet,723,129,1.0,1.0,2,Normal Sale,Yes,House,ELO,Paved,RM,4.1,4.9,2.2,3.85,130885,8725650
2005,P06338,Chrompet,1148,175,1.0,1.0,3,Family,No,Others,AllPub,Gravel,RM,3.4,2.6,3.2,3.02,41748,10437110
2006,P02022,KK Nagar,1513,84,2.0,1.0,4,Partial,No,Others,NoSewr ,Gravel,RL,2.0,2.9,4.0,3.07,171132,9507320
2007,P05117,Chrompet,951,149,1.0,1.0,3,Normal Sale,No,House,NoSewr ,Paved,RL,2.3,4.1,4.8,3.77,31451,7862800
2008,P04125,KK Nagar,2449,190,4.0,2.0,6,Partial,No,Others,NoSewr ,Gravel,RH,3.4,2.5,2.9,2.93,205433,12084280
2009,P00954,T Nagar,1597,62,1.0,1.0,4,Normal Sale,Yes,Others,ELO,Paved,RH,2.9,4.8,2.7,3.285,75417,12569440
2010,P03719,Karapakkam,1058,200,1.0,1.0,3,Partial,No,Commercial,AllPub,No Access,C,4.1,3.3,3.8,3.74,70208,7020750
2011,P04713,Karapakkam,1438,34,2.0,2.0,4,Partial,Yes,House,NoSeWa,Gravel,A,4.0,3.1,4.2,3.81,162638,6505500
2012,P05927,Karapakkam,1616,116,2.0,2.0,4,Normal Sale,No,House,NoSeWa,Paved,A,3.4,3.3,4.2,3.69,116585,5829250
2013,P07511,Adyar,632,99,1.0,1.0,2,AbNormal,Yes,Commercial,AllPub,Gravel,RM,4.6,2.6,4.1,3.95,164076,11719720
2014,P07033,Chrompet,953,32,1.0,1.0,3,AdjLand,No,House,NoSewr ,Gravel,RL,2.3,3.9,3.1,3.18,52807,8801100
2015,P03928,KK Nagar,1714,128,2.0,1.0,4,AbNormal,No,House,NoSeWa,Paved,RL,2.6,3.7,4.5,3.69,75763,9470340
2016,P02971,KK Nagar,1334,99,2.0,1.0,4,Partial,No,Commercial,AllPub,Paved,RL,2.5,2.1,3.1,2.62,129951,11813720
2017,P00045,Anna Nagar,1770,49,1.0,1.0,4,Family,No,Commercial,NoSeWa,Paved,RM,2.3,3.6,4.7,3.585,377053,19844870
2018,P02956,Karapakkam,1098,41,1.0,1.0,3,AbNormal,Yes,House,ELO,Gravel,C,3.8,2.0,4.6,3.58,129300,6465000
2019,P05043,Chrompet,1010,125,1.0,1.0,3,Family,No,House,ELO,Gravel,RM,3.3,4.9,3.5,4.0,147318,9207350
2020,P06529,Karapakkam,1195,80,1.0,1.0,3,Normal Sale,No,Commercial,NoSewr ,Gravel,RL,2.2,3.1,4.5,3.39,151137,10795500
2021,P09367,Adyar,624,59,1.0,1.0,2,Partial,No,House,NoSewr ,Paved,I,2.8,4.4,2.5,2.97,5378,5378000
2022,P07509,Chrompet,1272,85,2.0,1.0,4,Normal Sale,No,Others,NoSeWa,Paved,RL,3.8,2.2,2.9,2.89,30090,10030140
2023,P04278,KK Nagar,1324,173,1.0,1.0,3,Family,No,House,NoSewr ,Gravel,RM,2.0,2.5,3.5,2.75,182810,9140480
2024,P05496,KK Nagar,2424,156,4.0,2.0,6,Normal Sale,Yes,Commercial,NoSewr ,Paved,RH,3.7,4.8,3.2,3.83,469920,18796780
2025,P01926,KK Nagar,1438,143,2.0,1.0,4,AbNormal,Yes,Commercial,NoSewr ,Paved,RL,2.5,3.7,3.6,3.3,282331,13444320
2026,P07692,Adyar,701,136,1.0,1.0,2,Normal Sale,Yes,Commercial,NoSeWa,Paved,RM,3.1,3.4,3.1,3.16,82354,11764865
2027,P05068,Chrompet,1236,42,2.0,1.0,4,AdjLand,Yes,Others,NoSewr ,Paved,RL,2.4,4.8,5.0,4.14,168608,11240520
2028,P08179,Velachery,1744,126,2.0,1.0,4,Family,Yes,Others,ELO,No Access,A,2.6,4.2,2.7,3.35,53691,7670180
2029,P04378,Chrompet,1078,31,1.0,1.0,3,Family,Yes,Others,ELO,No Access,RH,4.7,3.3,2.6,3.51,66982,8372710
2030,P00105,Chrompet,901,183,1.0,1.0,3,AbNormal,Yes,House,AllPub,Gravel,RL,3.9,2.5,4.5,3.52,113896,9491300
2031,P09710,Velachery,1669,168,2.0,1.0,4,Partial,Yes,Commercial,ELO,Gravel,I,3.2,4.9,3.1,3.94,124675,13852750
2032,P08820,Adyar,1073,146,1.0,1.0,3,Normal Sale,No,Others,ELO,No Access,RM,2.3,4.0,3.1,3.04,123983,9537120
2033,P02789,Karapakkam,1273,36,1.0,1.0,3,Family,No,Commercial,AllPub,Paved,RM,4.4,2.0,2.3,2.84,88208,11026000
2034,P08644,Adyar,1235,98,2.0,2.0,4,Normal Sale,No,Commercial,ELO,Gravel,C,2.3,3.2,3.3,2.98,39475,13158180
2035,P01705,Karapakkam,1400,104,2.0,2.0,4,AdjLand,No,Others,NoSeWa,Paved,C,3.7,4.2,2.3,3.29,111524,6195750
2036,P03397,Anna Nagar,1598,104,1.0,1.0,4,Partial,Yes,Others,NoSeWa,No Access,RH,4.3,2.4,4.2,3.785,68703,11450470
2037,P06713,Anna Nagar,1819,63,2.0,1.0,5,Normal Sale,No,House,NoSewr ,Gravel,RM,4.5,4.7,3.1,3.99,206445,13763020
2038,P05029,Adyar,902,99,1.0,1.0,3,Family,No,Commercial,NoSeWa,Paved,RM,4.1,3.3,3.3,3.54,36399,12133045
2039,P06722,Adyar,795,155,1.0,1.0,2,AdjLand,Yes,Others,AllPub,Gravel,RL,2.8,4.6,4.7,4.11,59725,9954125
2040,P01873,KK Nagar,1763,175,2.0,1.0,4,Family,Yes,Commercial,AllPub,Gravel,RH,4.7,3.5,4.6,4.3,168622,15329240
2041,P10002,Velachery,1848,157,3.0,2.0,5,Partial,No,Commercial,AllPub,Paved,I,3.4,2.3,3.0,2.79,187791,14445470
2042,P00847,Chrompet,1288,159,2.0,1.0,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,RM,5.0,2.5,2.4,3.22,126244,15780550
2043,P09700,Velachery,1615,53,2.0,1.0,4,Normal Sale,Yes,House,NoSeWa,Paved,RL,3.3,4.5,3.2,3.81,213622,10172480
2044,P06440,Chrompet,1026,92,1.0,1.0,3,Normal Sale,Yes,Commercial,AllPub,Gravel,RL,2.9,2.6,2.6,2.69,180506,13885100
2045,P06291,Velachery,1598,88,2.0,1.0,4,Family,Yes,Commercial,ELO,No Access,A,2.0,3.9,3.9,3.43,82335,11762090
2046,P08071,Velachery,1896,123,3.0,2.0,5,Normal Sale,Yes,House,AllPub,Gravel,A,2.7,2.9,2.1,2.61,93156,9315600
2047,P06883,KK Nagar,2276,175,4.0,2.0,6,AdjLand,No,Others,AllPub,Gravel,RL,3.9,4.5,2.9,3.68,198329,13221960
2048,P07737,KK Nagar,2407,43,4.0,2.0,6,Partial,No,Commercial,NoSeWa,Paved,RH,3.6,3.6,4.4,3.92,427494,17099760
2049,P02019,Chrompet,1083,116,1.0,1.0,3,Partial,No,Others,NoSeWa,Gravel,RM,3.6,2.3,4.7,3.41,67851,9692960
2050,P00520,Chrompet,728,15,1.0,1.0,2,Family,Yes,House,NoSeWa,No Access,RM,3.8,4.6,4.3,4.27,99301,7638500
2051,P05794,T Nagar,1894,195,2.0,1.0,5,Normal Sale,No,House,NoSewr ,No Access,RL,4.0,2.4,3.3,3.285,130493,11863010
2052,P09372,Anna Nagar,1595,39,1.0,1.0,4,Family,Yes,House,ELO,Paved,RH,4.5,3.6,2.6,3.515,221917,11679830
2053,P04379,Chrompet,1274,57,2.0,1.0,4,Normal Sale,No,Commercial,NoSeWa,Gravel,RL,2.9,2.4,3.6,2.91,242325,14254400
2054,P08390,Anna Nagar,1760,17,1.0,1.0,4,Family,No,House,NoSeWa,Gravel,RL,4.8,2.2,2.7,3.31,184628,12308520
2055,P06820,Adyar,969,104,1.0,1.0,3,AbNormal,Yes,Commercial,NoSewr ,No Access,I,2.9,4.5,2.7,3.12,78101,11157225
2056,P07449,Velachery,1652,138,2.0,1.0,4,Partial,Yes,House,NoSewr ,Gravel,RH,4.6,3.2,3.7,3.7,160887,9463960
2057,P03560,Karapakkam,1211,75,1.0,1.0,3,Partial,No,Others,NoSewr ,Paved,RL,4.9,3.3,5.0,4.46,59931,7491375
2058,P08016,Chrompet,958,36,1.0,1.0,3,Family,Yes,Commercial,NoSewr ,No Access,RM,3.2,3.9,4.0,3.72,218678,12863400
2059,P06834,Chrompet,818,59,1.0,1.0,3,Family,Yes,House,ELO,Gravel,RH,3.1,4.1,2.9,3.44,64220,8027500
2060,P04695,Adyar,958,120,1.0,1.0,3,Family,Yes,Commercial,ELO,Gravel,A,2.1,4.5,4.9,3.98,33665,11221720
2061,P07972,Chrompet,1091,42,1.0,1.0,3,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,3.7,4.0,4.5,4.06,148939,14893850
2062,P01157,Chrompet,1066,107,1.0,1.0,3,Partial,Yes,House,AllPub,Gravel,RL,4.9,3.0,2.3,3.36,143585,9572300
2063,P07405,KK Nagar,2371,72,4.0,2.0,6,Normal Sale,No,House,NoSeWa,Paved,RH,4.4,3.4,2.0,3.14,156951,10463400
2064,P01720,Karapakkam,1451,145,2.0,2.0,4,AbNormal,Yes,Commercial,NoSewr ,No Access,I,4.3,3.7,4.5,4.2,261875,10475000
2065,P06590,Anna Nagar,1985,129,2.0,1.0,5,Family,No,Commercial,NoSewr ,Paved,RM,4.0,3.0,3.4,3.51,109848,21969520
2066,P09817,Velachery,1853,17,3.0,2.0,5,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,4.8,2.1,4.9,3.62,115852,16550350
2067,P09730,Velachery,1841,106,3.0,2.0,5,Family,No,House,ELO,Gravel,RL,3.6,2.5,3.9,3.2,197423,9871170
2068,P01226,Anna Nagar,1767,34,1.0,1.0,4,Normal Sale,Yes,Commercial,AllPub,Gravel,RH,4.4,4.9,3.1,4.005,365960,20331090
2069,P08703,Chrompet,1147,159,1.0,1.0,3,Normal Sale,Yes,House,NoSewr ,Gravel,RH,3.9,4.4,4.2,4.19,46761,9352100
2070,P00882,Chrompet,1232,186,2.0,1.0,4,Normal Sale,No,House,NoSewr ,No Access,RL,2.5,4.3,3.5,3.52,120233,8588100
2071,P00453,Chrompet,1264,96,2.0,1.0,4,AbNormal,No,Others,NoSewr ,Paved,RM,3.0,3.0,2.2,2.76,92389,10265430
2072,P03368,Karapakkam,898,161,1.0,1.0,3,Normal Sale,Yes,Commercial,NoSewr ,Gravel,RH,5.0,4.7,4.3,4.63,236281,9451250
2073,P00308,Chrompet,743,14,1.0,1.0,2,Partial,Yes,Others,NoSewr ,No Access,RM,3.6,4.3,4.3,4.09,56075,8010660
2074,P01148,Chrompet,1064,120,1.0,1.0,3,Partial,Yes,Others,ELO,Gravel,RL,4.3,2.2,4.8,3.61,69692,9955930
2075,P03034,Chrompet,980,124,1.0,1.0,3,Partial,Yes,Others,NoSeWa,Gravel,RM,4.0,2.9,4.8,3.8,130580,10044600
2076,P01439,Anna Nagar,1780,161,1.0,1.0,4,Partial,No,Commercial,NoSewr ,Gravel,RH,4.1,3.2,4.8,4.155,330808,19459290
2077,P07688,KK Nagar,1665,154,2.0,1.0,4,AbNormal,Yes,Others,NoSeWa,Gravel,RM,5.0,3.1,4.4,4.19,192873,12054580
2078,P07982,Velachery,1852,199,3.0,2.0,5,Normal Sale,Yes,Commercial,ELO,No Access,I,2.7,2.7,2.2,2.55,175761,14646780
2079,P01005,Chrompet,1231,177,2.0,1.0,4,AbNormal,No,Commercial,NoSeWa,Gravel,RH,4.4,4.3,4.1,4.27,124874,13874850
2080,P08284,KK Nagar,1413,42,2.0,1.0,4,Partial,Yes,House,AllPub,Gravel,RH,2.7,2.5,3.3,2.88,152880,8992960
2081,P07568,KK Nagar,2443,169,4.0,2.0,6,Normal Sale,No,Commercial,AllPub,Gravel,RH,3.7,4.8,3.7,4.03,311685,18334400
2082,P03589,Chrompet,1071,125,1.0,1.0,3,Normal Sale,Yes,House,AllPub,Paved,RM,4.7,3.9,2.9,3.84,81784,10223050
2083,P07408,KK Nagar,1614,78,2.0,1.0,4,Family,No,Others,NoSewr ,Gravel,RL,4.4,4.5,3.4,4.03,257059,10282340
2084,P07992,KK Nagar,1302,97,1.0,1.0,3,Normal Sale,Yes,House,NoSewr ,Gravel,RM,2.9,2.1,5.0,3.5,156356,10423760
2085,P03890,Anna Nagar,1923,74,2.0,1.0,5,Normal Sale,No,House,NoSeWa,No Access,RL,3.3,3.5,4.6,3.87,110886,12320640
2086,P03916,Chrompet,805,45,1.0,1.0,3,Normal Sale,Yes,Others,NoSewr ,Paved,RH,4.5,2.6,2.8,3.23,94984,7915350
2087,P08509,Anna Nagar,1586,14,1.0,1.0,4,AbNormal,No,House,NoSeWa,No Access,RL,2.5,2.8,4.9,3.535,128057,10671450
2088,P06030,Velachery,1883,155,3.0,2.0,5,Family,No,Commercial,AllPub,Paved,C,3.4,2.0,3.4,2.77,177456,13650440
2089,P07830,KK Nagar,1582,165,2.0,1.0,4,Partial,No,Commercial,NoSewr ,Paved,RH,2.5,3.5,3.0,3.0,197819,12363680
2090,P05853,Adyar,1109,132,1.0,1.0,3,AbNormal,Yes,House,AllPub,Paved,RL,3.7,4.0,3.7,3.76,89796,9977280
2091,P02632,Karapakkam,968,35,1.0,1.0,3,AdjLand,No,Others,NoSeWa,Gravel,I,2.8,3.0,3.0,2.94,81864,6297250
2092,P03598,Karapakkam,1687,46,2.0,2.0,4,Partial,No,Commercial,NoSeWa,No Access,RH,3.5,3.9,4.1,3.86,133320,11110000
2093,P04096,Velachery,1754,177,2.0,1.0,4,AbNormal,No,House,NoSeWa,No Access,I,3.6,3.4,3.9,3.6,85093,7091060
2094,P09011,Anna Nagar,1766,61,1.0,1.0,4,Family,Yes,Others,ELO,No Access,RL,4.3,2.1,4.7,3.91,78969,13161500
2095,P09451,Velachery,1656,25,2.0,1.0,4,AbNormal,Yes,Commercial,NoSeWa,Gravel,C,5.0,2.9,3.0,3.46,170139,14178210
2096,P00396,Chrompet,805,185,1.0,1.0,3,Family,No,Commercial,NoSeWa,No Access,RH,3.7,2.2,3.5,3.04,141254,8828350
2097,P02023,Karapakkam,726,181,1.0,1.0,2,Normal Sale,No,Commercial,NoSeWa,Paved,RH,2.6,4.0,4.5,3.78,78645,6553750
2098,P03842,Karapakkam,1228,33,1.0,1.0,3,AdjLand,No,Commercial,AllPub,Paved,RM,3.2,3.5,4.8,3.93,174928,10933000
2099,P02297,Anna Nagar,1995,19,2.0,1.0,5,Family,No,Commercial,ELO,Paved,RH,2.3,3.9,4.9,3.74,287713,20550920
2100,P04040,Karapakkam,931,88,1.0,1.0,3,Partial,No,Commercial,NoSeWa,Paved,RL,2.2,3.0,3.7,3.04,80925,8092500
2101,P06817,Chrompet,737,145,1.0,1.0,2,Family,No,Others,AllPub,No Access,RH,4.5,2.3,3.2,3.23,41580,5940040
2102,P08979,Velachery,1762,28,2.0,1.0,4,Normal Sale,Yes,Commercial,ELO,Paved,I,4.2,4.8,2.4,3.93,193862,14912460
2103,P09449,Velachery,1726,40,2.0,1.0,4,Partial,Yes,Commercial,AllPub,Paved,I,3.9,4.2,3.2,3.83,202596,14471130
2104,P00687,T Nagar,1915,4,2.0,1.0,5,Family,Yes,Others,AllPub,Paved,RL,4.3,2.0,3.2,3.23,165992,15090150
2105,P01413,Chrompet,729,116,1.0,1.0,2,Normal Sale,Yes,Others,ELO,Gravel,RH,3.3,4.8,3.0,3.81,134623,7918980
2106,P06509,Karapakkam,1653,16,2.0,2.0,4,Partial,No,Commercial,AllPub,No Access,RH,2.1,4.2,4.8,3.81,179968,11248000
2107,P05114,Chrompet,1261,130,2.0,1.0,4,Family,Yes,Commercial,NoSewr ,Gravel,RH,4.7,2.6,3.6,3.53,75221,15044200
2108,P01569,Velachery,1744,86,2.0,1.0,4,AbNormal,No,House,AllPub,Paved,RL,2.6,4.1,3.6,3.58,78980,9872490
2109,P06013,Adyar,791,143,1.0,1.0,2,AbNormal,No,House,NoSewr ,Paved,RH,4.7,2.8,4.0,3.97,103030,7359275
2110,P06501,KK Nagar,2199,124,3.0,2.0,5,AdjLand,Yes,House,NoSeWa,Gravel,RL,4.9,2.3,3.0,3.36,164936,12687420
2111,P08596,Velachery,1915,99,3.0,2.0,5,AbNormal,No,House,NoSewr ,No Access,A,2.7,2.4,3.4,2.78,97970,6997850
2112,P00002,Chrompet,857,58,1.0,1.0,3,Family,Yes,House,ELO,Paved,RH,3.9,2.5,3.9,3.34,38694,7738700
2113,P04329,Anna Nagar,1853,160,2.0,1.0,5,Partial,Yes,Commercial,AllPub,Paved,RL,2.1,4.7,3.2,3.19,278684,21437220
2114,P04371,Anna Nagar,1701,141,1.0,1.0,4,AbNormal,No,House,NoSewr ,Gravel,RL,3.5,2.9,4.8,3.87,109670,12185540
2115,P06389,Chrompet,963,104,1.0,1.0,3,Partial,No,Commercial,AllPub,No Access,RM,4.7,4.2,2.0,3.69,44896,11224050
2116,P07401,Anna Nagar,1889,118,2.0,1.0,5,Normal Sale,Yes,House,AllPub,No Access,RL,2.5,3.5,4.0,3.35,91294,13041980
2117,P09440,Velachery,1544,185,2.0,1.0,4,AdjLand,Yes,House,NoSewr ,No Access,C,3.0,4.0,3.1,3.48,66239,7359840
2118,P00560,Chrompet,916,181,1.0,1.0,3,Normal Sale,Yes,Commercial,NoSewr ,No Access,RM,4.7,3.1,3.2,3.61,200026,12501600
2119,P02827,Karapakkam,1175,98,1.0,1.0,3,Partial,No,House,ELO,Gravel,RH,2.0,2.6,3.1,2.62,75881,6898250
2120,P04856,Anna Nagar,1966,125,2.0,1.0,5,AdjLand,Yes,House,AllPub,Paved,RL,2.3,5.0,4.4,3.815,116978,14622250
2121,P07044,KK Nagar,2292,152,4.0,2.0,6,AdjLand,No,Others,NoSewr ,Paved,RM,5.0,2.0,3.1,3.34,116970,12996720
2122,P03676,Anna Nagar,1781,177,1.0,1.0,4,Partial,No,House,NoSeWa,No Access,RM,3.6,4.4,3.7,3.84,125735,11430420
2123,P02070,Karapakkam,1075,180,1.0,1.0,3,Partial,No,Commercial,NoSewr ,Gravel,A,3.0,2.7,3.4,3.07,98043,7541750
2124,P07057,Chrompet,1056,94,1.0,1.0,3,Family,Yes,House,NoSewr ,Gravel,RH,3.1,3.1,4.7,3.58,93419,9341900
2125,P04358,Chrompet,948,132,1.0,1.0,3,AbNormal,No,Others,NoSeWa,Gravel,RH,2.8,3.7,2.2,2.98,122389,8159260
2126,P07529,Chrompet,1002,60,1.0,1.0,3,Normal Sale,No,Commercial,NoSeWa,Paved,RL,2.7,2.2,4.1,2.92,115152,11515200
2127,P06271,Karapakkam,823,125,1.0,1.0,2,Partial,Yes,Others,NoSewr ,Paved,RH,2.8,4.2,5.0,4.1,57788,6420875
2128,P00342,Chrompet,856,158,1.0,1.0,3,AbNormal,No,Commercial,AllPub,No Access,RH,2.5,4.5,2.6,3.33,154506,9656600
2129,P05803,KK Nagar,1432,101,2.0,1.0,4,Normal Sale,No,House,NoSeWa,Paved,RM,2.9,4.2,4.1,3.77,223129,8925160
